TRANSACTION_ID,CREATED_AT,TRANSACTION_DATE,MERCHANT_ID,MERCHANT_CATEGORY,PRICING_PLAN,CUSTOMER_ID,CUSTOMER_COUNTRY,CUSTOMER_SEGMENT,ROUTE_ID,ROUTE_PROVIDER,CURRENCY,TRANSACTION_STATUS,FLAG_MISSING_MERCHANT,FLAG_ANOMALOUS_AMOUNT,GROSS_AMOUNT_NATIVE,FX_RATE_TO_USD,GROSS_AMOUNT_USD,GROSS_REVENUE_NATIVE,ROUTING_COST_NATIVE,SETTLED_AMOUNT_NATIVE,PROCESSOR_SETTLEMENT_FEE_NATIVE,CHARGEBACK_LOSS_NATIVE,CONTRIBUTION_PROFIT_USD
TXN_A7B712B7,2026-09-04 02:29:00.000,2026-09-04,MERCH_024,Hospitality,Volume_Custom,CUST_0108,IN,SMB,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,2306.93,0.012000,27.6832,34.6040,57.9233,2249.26,57.67,0.00,-0.9719
TXN_99EC409B,2026-08-22 23:46:00.000,2026-08-22,MERCH_020,Retail_Tech,Volume_Custom,CUST_0024,AE,Standard,GW_SG_LOCAL,SingaNet,AED,AUTHORIZED,FALSE,FALSE,598.81,0.270000,161.6787,8.9822,7.2857,583.84,14.97,0.00,-3.5839
TXN_B95965DF,2026-07-19 23:28:00.000,2026-07-19,MERCH_UNKNOWN,UNKNOWN,Tier_1_Default,CUST_0040,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,TRUE,FALSE,3082.48,0.270000,832.2696,61.6496,77.3120,3005.42,77.06,0.00,-25.0350
TXN_CCDC836E,2026-06-13 03:38:00.000,2026-06-13,MERCH_005,Hospitality,Tier_1_Default,CUST_0119,SG,SMB,GW_CROSSBORDER_X,Stripe Global,SGD,DECLINED,FALSE,FALSE,3218.40,0.740000,2381.6160,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_F990E26C,2026-08-04 23:45:00.000,2026-08-04,MERCH_010,Gaming,Volume_Custom,CUST_0055,SG,Standard,GW_AE_LOCAL,GulfPay,SGD,AUTHORIZED,FALSE,FALSE,1004.30,0.740000,743.1820,15.0645,15.2145,979.19,25.11,0.00,-18.6924
TXN_DC6048F8,2026-08-26 04:08:00.000,2026-08-26,MERCH_024,Hospitality,Volume_Custom,CUST_0101,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,2673.64,0.740000,1978.4936,40.1046,67.0910,2606.80,66.84,2673.64,-2047.9251
TXN_1C5B5FCE,2026-09-11 19:04:00.000,2026-09-11,MERCH_023,Retail_Tech,Volume_Custom,CUST_0087,SG,SMB,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3566.79,0.740000,2639.4246,53.5019,89.4198,3477.62,89.17,0.00,-92.5650
TXN_EE6B039C,2026-06-17 20:54:00.000,2026-06-17,MERCH_009,Retail_Tech,Tier_1_Default,CUST_0073,IN,Standard,GW_AE_LOCAL,GulfPay,INR,AUTHORIZED,FALSE,FALSE,1712.70,0.012000,20.5524,42.8175,25.8405,1669.88,42.82,0.00,-0.3101
TXN_E4F7927E,2026-08-11 18:42:00.000,2026-08-11,MERCH_020,Retail_Tech,Volume_Custom,CUST_0002,IN,Enterprise_VIP,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,3447.36,0.012000,41.3683,51.7104,86.4340,3361.18,86.18,0.00,-1.4508
TXN_D8B099B6,2026-06-18 15:21:00.000,2026-06-18,MERCH_008,Retail_Tech,Tier_1_Default,CUST_0067,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,DECLINED,FALSE,FALSE,2554.27,0.270000,689.6529,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_CCD35FC7,2026-07-21 17:47:00.000,2026-07-21,MERCH_011,SaaS_Services,Tier_1_Default,CUST_0145,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,FALSE,1765.09,0.740000,1306.1666,44.1273,21.2811,1729.78,35.30,0.00,-9.2158
TXN_A42A3DAF,2026-08-02 09:45:00.000,2026-08-02,MERCH_001,Gaming,Volume_Custom,CUST_0034,AE,Enterprise_VIP,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3573.18,0.270000,964.7586,53.5977,89.5795,3483.85,89.33,0.00,-33.8342
TXN_6A4199FE,2026-09-08 02:45:00.000,2026-09-08,MERCH_020,Retail_Tech,Volume_Custom,CUST_0118,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,2778.86,0.012000,33.3463,41.6829,69.7215,2709.39,69.47,0.00,-1.1701
TXN_403A22BA,2026-08-26 07:18:00.000,2026-08-26,MERCH_020,Retail_Tech,Volume_Custom,CUST_0104,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,2175.02,0.740000,1609.5148,32.6253,54.6255,2120.64,54.38,0.00,-56.5213
TXN_7150CA7C,2026-06-28 14:11:00.000,2026-06-28,MERCH_003,SaaS_Services,Tier_1_Default,CUST_0071,AE,SMB,GW_AE_LOCAL,GulfPay,AED,AUTHORIZED,FALSE,FALSE,1564.01,0.270000,422.2827,39.1003,23.6102,1524.91,39.10,0.00,-6.3747
TXN_D37551B1,2026-08-02 19:56:00.000,2026-08-02,MERCH_001,Gaming,Volume_Custom,CUST_0083,IN,Standard,GW_AE_LOCAL,GulfPay,INR,AUTHORIZED,FALSE,TRUE,0.00,0.012000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_C9CA5E3B,2026-08-28 19:39:00.000,2026-08-28,MERCH_001,Gaming,Volume_Custom,CUST_0062,AE,Standard,GW_AE_LOCAL,GulfPay,AED,AUTHORIZED,FALSE,TRUE,0.00,0.270000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_BD67B8C2,2026-08-04 12:00:00.000,2026-08-04,MERCH_023,Retail_Tech,Volume_Custom,CUST_0118,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,3567.65,0.012000,42.8118,53.5148,89.4413,3478.46,89.19,0.00,-1.5014
TXN_F7C2BA0D,2026-07-20 14:18:00.000,2026-07-20,MERCH_016,SaaS_Services,Volume_Custom,CUST_0079,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3201.47,0.740000,2369.0878,48.0221,80.2868,3121.43,80.04,0.00,-83.1055
TXN_D61E754B,2026-08-12 07:31:00.000,2026-08-12,MERCH_023,Retail_Tech,Volume_Custom,CUST_0143,AE,Standard,GW_IN_LOCAL,PayFast,AED,AUTHORIZED,FALSE,FALSE,1947.71,0.270000,525.8817,29.2157,9.7886,1899.02,48.69,0.00,-7.9010
TXN_F01FF7BA,2026-08-13 13:16:00.000,2026-08-13,MERCH_023,Retail_Tech,Volume_Custom,CUST_0121,SG,SMB,GW_IN_LOCAL,PayFast,SGD,AUTHORIZED,FALSE,FALSE,1623.22,0.740000,1201.1828,24.3483,8.1661,1582.64,40.58,0.00,-18.0544
TXN_867D43A4,2026-08-30 05:38:00.000,2026-08-30,MERCH_010,Gaming,Volume_Custom,CUST_0134,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,DECLINED,FALSE,FALSE,3923.08,0.270000,1059.2316,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_AFEB0BA5,2026-09-07 18:13:00.000,2026-09-07,MERCH_UNKNOWN,UNKNOWN,Tier_1_Default,CUST_0120,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,TRUE,FALSE,2261.92,0.012000,27.1430,45.2384,56.7980,2205.37,56.55,0.00,-0.8173
TXN_0F87FC66,2026-07-20 00:55:00.000,2026-07-20,MERCH_012,Retail_Tech,IC_Plus,CUST_0100,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3468.74,0.740000,2566.8676,62.4373,86.9685,3382.02,86.72,0.00,-82.3259
TXN_AA13F1DA,2026-06-01 06:12:00.000,2026-06-01,MERCH_023,Retail_Tech,Volume_Custom,CUST_0092,IN,SMB,GW_IN_LOCAL,PayFast,INR,AUTHORIZED,FALSE,FALSE,854.52,0.012000,10.2542,12.8178,4.3226,833.16,21.36,0.00,-0.1544
TXN_2E475789,2026-08-20 11:09:00.000,2026-08-20,MERCH_016,SaaS_Services,Volume_Custom,CUST_0073,IN,Standard,GW_IN_LOCAL,PayFast,INR,AUTHORIZED,FALSE,FALSE,1120.24,0.012000,13.4429,16.8036,5.6512,1092.23,28.01,1120.24,-13.6452
TXN_14558357,2026-07-20 14:23:00.000,2026-07-20,MERCH_011,SaaS_Services,Tier_1_Default,CUST_0039,IN,Standard,GW_SG_LOCAL,SingaNet,INR,FAILED,FALSE,FALSE,87.34,0.012000,1.0481,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_019C1539,2026-08-03 18:24:00.000,2026-08-03,MERCH_016,SaaS_Services,Volume_Custom,CUST_0150,SG,Standard,GW_IN_LOCAL,PayFast,SGD,AUTHORIZED,FALSE,FALSE,904.65,0.740000,669.4410,13.5698,4.5733,882.03,22.62,0.00,-10.0814
TXN_EBD9FD27,2026-08-01 02:20:00.000,2026-08-01,MERCH_023,Retail_Tech,Volume_Custom,CUST_0015,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3019.39,0.740000,2234.3486,45.2909,75.7348,2943.91,75.48,3019.39,-2312.7323
TXN_2606E22F,2026-08-22 08:26:00.000,2026-08-22,MERCH_020,Retail_Tech,Volume_Custom,CUST_0017,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,TRUE,-425.33,0.740000,-314.7442,0.0000,0.0000,-414.70,-10.63,0.00,7.8662
TXN_2249789A,2026-08-14 04:18:00.000,2026-08-14,MERCH_020,Retail_Tech,Volume_Custom,CUST_0059,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3791.55,0.270000,1023.7185,56.8733,95.0388,3696.76,94.79,0.00,-35.8980
TXN_FDD12D2A,2026-08-11 15:52:00.000,2026-08-11,MERCH_002,SaaS_Services,Volume_Custom,CUST_0066,IN,Standard,GW_SG_LOCAL,SingaNet,INR,AUTHORIZED,FALSE,FALSE,679.48,0.012000,8.1538,10.1922,8.2538,662.49,16.99,0.00,-0.1806
TXN_0DA5EEA3,2026-07-24 20:43:00.000,2026-07-24,MERCH_010,Gaming,Volume_Custom,CUST_0084,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,DECLINED,FALSE,FALSE,3113.39,0.012000,37.3607,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_A777951D,2026-08-07 05:35:00.000,2026-08-07,MERCH_002,SaaS_Services,Volume_Custom,CUST_0082,AE,Standard,GW_SG_LOCAL,SingaNet,AED,AUTHORIZED,FALSE,FALSE,112.46,0.270000,30.3642,1.6869,1.4495,0.00,0.00,0.00,0.0641
TXN_9B6767C2,2026-08-28 10:38:00.000,2026-08-28,MERCH_023,Retail_Tech,Volume_Custom,CUST_0110,IN,Standard,GW_IN_LOCAL,PayFast,INR,AUTHORIZED,FALSE,FALSE,1507.47,0.012000,18.0896,22.6121,7.5874,1469.78,37.69,0.00,-0.2720
TXN_936AECD2,2026-08-04 06:46:00.000,2026-08-04,MERCH_024,Hospitality,Volume_Custom,CUST_0125,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,2512.70,0.012000,30.1524,37.6905,63.0675,0.00,0.00,0.00,-0.3045
TXN_1B1B2513,2026-08-16 03:28:00.000,2026-08-16,MERCH_010,Gaming,Volume_Custom,CUST_0040,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,2740.19,0.270000,739.8513,41.1029,68.7548,2671.69,68.50,0.00,-25.9610
TXN_1B5136D7,2026-09-07 04:07:00.000,2026-09-07,MERCH_016,SaaS_Services,Volume_Custom,CUST_0045,AE,Standard,GW_IN_LOCAL,PayFast,AED,AUTHORIZED,FALSE,FALSE,173.87,0.270000,46.9449,2.6081,0.9194,169.52,4.35,0.00,-0.7186
TXN_B83B89DD,2026-08-30 18:11:00.000,2026-08-30,MERCH_020,Retail_Tech,Volume_Custom,CUST_0070,SG,Enterprise_VIP,GW_CROSSBORDER_X,Stripe Global,SGD,DECLINED,FALSE,FALSE,2028.78,0.740000,1501.2972,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_9C81C5FB,2026-09-03 11:38:00.000,2026-09-03,MERCH_UNKNOWN,UNKNOWN,Tier_1_Default,CUST_0101,SG,Standard,GW_IN_LOCAL,PayFast,SGD,AUTHORIZED,TRUE,FALSE,1965.90,0.740000,1454.7660,39.3180,9.8795,1916.75,49.15,0.00,-14.5865
TXN_7DA04713,2026-08-19 14:47:00.000,2026-08-19,MERCH_016,SaaS_Services,Volume_Custom,CUST_0053,SG,Enterprise_VIP,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3316.54,0.740000,2454.2396,49.7481,83.1635,3233.63,82.91,0.00,-86.0808
TXN_97D2A92A,2026-09-13 05:13:00.000,2026-09-13,MERCH_002,SaaS_Services,Volume_Custom,CUST_0015,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3862.24,0.740000,2858.0576,57.9336,96.8060,3765.68,96.56,0.00,-100.2200
TXN_4467B602,2026-08-07 09:13:00.000,2026-08-07,MERCH_023,Retail_Tech,Volume_Custom,CUST_0086,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,DECLINED,FALSE,FALSE,3100.82,0.012000,37.2098,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_1B0E81BA,2026-08-13 15:52:00.000,2026-08-13,MERCH_020,Retail_Tech,Volume_Custom,CUST_0110,IN,Standard,GW_SG_LOCAL,SingaNet,INR,AUTHORIZED,FALSE,FALSE,1080.90,0.012000,12.9708,16.2135,13.0708,0.00,0.00,0.00,0.0377
TXN_D1C3E460,2026-08-24 08:22:00.000,2026-08-24,MERCH_001,Gaming,Volume_Custom,CUST_0125,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,3527.71,0.012000,42.3325,52.9157,88.4428,3439.52,88.19,0.00,-1.4846
TXN_B972AFBA,2026-09-07 08:19:00.000,2026-09-07,MERCH_024,Hospitality,Volume_Custom,CUST_0113,IN,Enterprise_VIP,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,2676.07,0.012000,32.1128,40.1411,67.1518,2609.17,66.90,0.00,-1.1269
TXN_D1ED4303,2026-08-03 11:28:00.000,2026-08-03,MERCH_UNKNOWN,UNKNOWN,Tier_1_Default,CUST_0135,IN,Enterprise_VIP,GW_SG_LOCAL,SingaNet,INR,AUTHORIZED,TRUE,FALSE,735.54,0.012000,8.8265,14.7108,8.9265,717.15,18.39,0.00,-0.1513
TXN_9EDD511D,2026-08-27 07:14:00.000,2026-08-27,MERCH_024,Hospitality,Volume_Custom,CUST_0087,SG,SMB,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,FALSE,1125.84,0.740000,833.1216,16.8876,13.6101,1097.69,28.15,0.00,-18.4056
TXN_A7C5DA07,2026-09-09 20:20:00.000,2026-09-09,MERCH_002,SaaS_Services,Volume_Custom,CUST_0009,AE,Standard,GW_SG_LOCAL,SingaNet,AED,AUTHORIZED,FALSE,FALSE,50.50,0.270000,13.6350,0.7575,0.7060,49.24,1.26,0.00,-0.3263
TXN_FC3DE7A7,2026-09-03 06:31:00.000,2026-09-03,MERCH_020,Retail_Tech,Volume_Custom,CUST_0123,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,FALSE,1959.43,0.740000,1449.9782,29.3915,23.6132,1910.44,48.99,0.00,-31.9767
TXN_20D2EF96,2026-08-30 08:12:00.000,2026-08-30,MERCH_023,Retail_Tech,Volume_Custom,CUST_0068,IN,SMB,GW_IN_LOCAL,PayFast,INR,AUTHORIZED,FALSE,FALSE,1968.38,0.012000,23.6206,29.5257,9.8919,1919.17,49.21,0.00,-0.3549
TXN_5FDD4460,2026-08-26 00:35:00.000,2026-08-26,MERCH_006,Gaming,Volume_Custom,CUST_0019,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,2770.23,0.740000,2049.9702,41.5535,69.5058,2700.97,69.26,0.00,-71.9371
TXN_F9E05FBE,2026-06-18 10:27:00.000,2026-06-18,MERCH_008,Retail_Tech,Tier_1_Default,CUST_0053,SG,Enterprise_VIP,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,2218.36,0.740000,1641.5864,55.4590,55.7090,0.00,0.00,0.00,-0.1850
TXN_A2B4BB02,2026-08-12 11:44:00.000,2026-08-12,MERCH_006,Gaming,Volume_Custom,CUST_0139,AE,Standard,GW_AE_LOCAL,GulfPay,AED,AUTHORIZED,FALSE,FALSE,1329.86,0.270000,359.0622,19.9479,20.0979,1296.61,33.25,0.00,-9.0180
TXN_65FC4B98,2026-07-27 23:59:00.000,2026-07-27,MERCH_014,Gaming,Tier_1_Default,CUST_0061,IN,Standard,GW_SG_LOCAL,SingaNet,INR,AUTHORIZED,FALSE,FALSE,929.85,0.012000,11.1582,23.2463,11.2582,906.60,23.25,0.00,-0.1351
TXN_DFA86151,2026-07-23 06:34:00.000,2026-07-23,MERCH_023,Retail_Tech,Volume_Custom,CUST_0022,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,3804.00,0.012000,45.6480,57.0600,95.3500,3708.90,95.10,0.00,-1.6007
TXN_5E877BD0,2026-08-10 23:33:00.000,2026-08-10,MERCH_006,Gaming,Volume_Custom,CUST_0082,AE,Standard,GW_AE_LOCAL,GulfPay,AED,DECLINED,FALSE,FALSE,1941.95,0.270000,524.3265,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_115F8DA7,2026-07-28 20:07:00.000,2026-07-28,MERCH_023,Retail_Tech,Volume_Custom,CUST_0035,IN,Enterprise_VIP,GW_IN_LOCAL,PayFast,INR,AUTHORIZED,FALSE,FALSE,1139.16,0.012000,13.6699,17.0874,5.7458,1110.68,28.48,0.00,-0.2057
TXN_B5C64633,2026-07-26 03:25:00.000,2026-07-26,MERCH_005,Hospitality,Tier_1_Default,CUST_0146,AE,Standard,GW_IN_LOCAL,PayFast,AED,FAILED,FALSE,FALSE,1449.92,0.270000,391.4784,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_8134D955,2026-09-06 10:19:00.000,2026-09-06,MERCH_UNKNOWN,UNKNOWN,Tier_1_Default,CUST_0040,AE,Standard,GW_IN_LOCAL,PayFast,AED,AUTHORIZED,TRUE,FALSE,1104.50,0.270000,298.2150,22.0900,5.5725,1076.89,27.61,0.00,-2.9950
TXN_4E2F0024,2026-07-04 01:51:00.000,2026-07-04,MERCH_018,Gaming,IC_Plus,CUST_0130,IN,Standard,GW_SG_LOCAL,SingaNet,INR,AUTHORIZED,FALSE,FALSE,513.86,0.012000,6.1663,9.2495,6.2663,501.01,12.85,0.00,-0.1184
TXN_BCC07AFD,2026-07-09 16:45:00.000,2026-07-09,MERCH_023,Retail_Tech,Volume_Custom,CUST_0126,IN,Standard,GW_IN_LOCAL,PayFast,INR,AUTHORIZED,FALSE,TRUE,0.00,0.012000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_40AF6C5C,2026-08-09 09:42:00.000,2026-08-09,MERCH_002,SaaS_Services,Volume_Custom,CUST_0149,AE,Standard,GW_SG_LOCAL,SingaNet,AED,AUTHORIZED,FALSE,FALSE,745.61,0.270000,201.3147,11.1842,9.0473,726.97,18.64,0.00,-4.4559
TXN_FF11ED89,2026-07-17 01:45:00.000,2026-07-17,MERCH_025,Hospitality,IC_Plus,CUST_0033,AE,Standard,GW_AE_LOCAL,GulfPay,AED,AUTHORIZED,FALSE,FALSE,465.21,0.270000,125.6067,8.3738,7.1282,453.58,11.63,0.00,-2.8038
TXN_B4266C1E,2026-08-19 02:13:00.000,2026-08-19,MERCH_002,SaaS_Services,Volume_Custom,CUST_0026,IN,SMB,GW_CROSSBORDER_X,Stripe Global,INR,DECLINED,FALSE,FALSE,2521.49,0.012000,30.2579,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_1F671DCC,2026-08-25 01:49:00.000,2026-08-25,MERCH_024,Hospitality,Volume_Custom,CUST_0098,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,DECLINED,FALSE,FALSE,3797.01,0.740000,2809.7874,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_C78A74EF,2026-07-29 02:54:00.000,2026-07-29,MERCH_019,SaaS_Services,Tier_1_Default,CUST_0139,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3060.13,0.270000,826.2351,76.5033,76.7533,2983.63,76.50,0.00,-20.7225
TXN_97D13613,2026-09-04 20:41:00.000,2026-09-04,MERCH_020,Retail_Tech,Volume_Custom,CUST_0073,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,3105.02,0.012000,37.2602,46.5753,77.8755,3027.39,77.63,0.00,-1.3072
TXN_96953B91,2026-07-29 12:59:00.000,2026-07-29,MERCH_008,Retail_Tech,Tier_1_Default,CUST_0132,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3442.06,0.270000,929.3562,86.0515,86.3015,3356.01,86.05,0.00,-23.3010
TXN_3CF20700,2026-08-24 14:38:00.000,2026-08-24,MERCH_001,Gaming,Volume_Custom,CUST_0127,IN,SMB,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,2442.43,0.012000,29.3092,36.6365,61.3108,0.00,0.00,0.00,-0.2961
TXN_7B49DF9C,2026-08-30 03:23:00.000,2026-08-30,MERCH_020,Retail_Tech,Volume_Custom,CUST_0020,AE,Standard,GW_SG_LOCAL,SingaNet,AED,DECLINED,FALSE,FALSE,851.99,0.270000,230.0373,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_77DFBE9C,2026-06-08 22:32:00.000,2026-06-08,MERCH_017,Retail_Tech,IC_Plus,CUST_0133,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,DECLINED,FALSE,FALSE,2212.45,0.012000,26.5494,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_D374CB72,2026-09-03 05:20:00.000,2026-09-03,MERCH_UNKNOWN,UNKNOWN,Tier_1_Default,CUST_0057,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,FAILED,TRUE,FALSE,2379.31,0.012000,28.5517,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_0407E3E7,2026-07-16 09:56:00.000,2026-07-16,MERCH_023,Retail_Tech,Volume_Custom,CUST_0137,AE,Standard,GW_IN_LOCAL,PayFast,AED,FAILED,FALSE,FALSE,1138.05,0.270000,307.2735,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_4B1CA01D,2026-08-09 15:29:00.000,2026-08-09,MERCH_010,Gaming,Volume_Custom,CUST_0132,AE,Standard,GW_AE_LOCAL,GulfPay,AED,AUTHORIZED,FALSE,FALSE,1065.57,0.270000,287.7039,15.9836,16.1336,1038.93,26.64,0.00,-7.2333
TXN_B1705708,2026-06-14 21:20:00.000,2026-06-14,MERCH_020,Retail_Tech,Volume_Custom,CUST_0030,SG,Standard,GW_SG_LOCAL,SingaNet,SGD,AUTHORIZED,FALSE,FALSE,799.30,0.740000,591.4820,11.9895,9.6916,779.32,19.98,0.00,-13.0848
TXN_A42E49FE,2026-07-21 03:55:00.000,2026-07-21,MERCH_002,SaaS_Services,Volume_Custom,CUST_0145,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,DECLINED,FALSE,FALSE,3634.56,0.740000,2689.5744,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_8594D77F,2026-09-04 04:51:00.000,2026-09-04,MERCH_024,Hospitality,Volume_Custom,CUST_0137,AE,Standard,GW_SG_LOCAL,SingaNet,AED,DECLINED,FALSE,FALSE,1237.37,0.270000,334.0899,0.0000,0.0000,0.00,0.00,0.00,0.0000
TXN_47B52B95,2026-08-20 19:25:00.000,2026-08-20,MERCH_016,SaaS_Services,Volume_Custom,CUST_0083,IN,Standard,GW_IN_LOCAL,PayFast,INR,AUTHORIZED,FALSE,FALSE,1880.10,0.012000,22.5612,28.2015,9.4505,1833.10,47.00,0.00,-0.3390
TXN_08402107,2026-07-30 10:22:00.000,2026-07-30,MERCH_015,Retail_Tech,Tier_1_Default,CUST_0106,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,2006.88,0.270000,541.8576,50.1720,50.4220,1956.71,50.17,0.00,-13.6134
TXN_CA9DAD90,2026-08-29 16:51:00.000,2026-08-29,MERCH_001,Gaming,Volume_Custom,CUST_0049,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3558.80,0.270000,960.8760,53.3820,89.2200,3469.83,88.97,0.00,-33.6982
TXN_53F10B22,2026-08-29 11:00:00.000,2026-08-29,MERCH_002,SaaS_Services,Volume_Custom,CUST_0044,AE,Enterprise_VIP,GW_SG_LOCAL,SingaNet,AED,AUTHORIZED,FALSE,TRUE,-387.83,0.270000,-104.7141,0.0000,0.0000,-378.13,-9.70,0.00,2.6190
TXN_628664EB,2026-06-04 23:00:00.000,2026-06-04,MERCH_011,SaaS_Services,Tier_1_Default,CUST_0100,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3803.64,0.740000,2814.6936,95.0910,95.3410,3708.55,95.09,0.00,-70.5516
TXN_5165A780,2026-08-19 22:56:00.000,2026-08-19,MERCH_006,Gaming,Volume_Custom,CUST_0017,SG,Standard,GW_CROSSBORDER_X,Stripe Global,SGD,AUTHORIZED,FALSE,FALSE,3054.80,0.740000,2260.5520,45.8220,76.6200,0.00,0.00,0.00,-22.7905
TXN_6D650EBB,2026-08-06 05:58:00.000,2026-08-06,MERCH_001,Gaming,Volume_Custom,CUST_0024,AE,Standard,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,3665.13,0.270000,989.5851,54.9770,91.8783,3573.50,91.63,0.00,-34.7035
TXN_263E5433,2026-09-11 06:11:00.000,2026-09-11,MERCH_001,Gaming,Volume_Custom,CUST_0039,IN,Standard,GW_CROSSBORDER_X,Stripe Global,INR,AUTHORIZED,FALSE,FALSE,3258.84,0.012000,39.1061,48.8826,81.7210,3177.37,81.47,0.00,-1.3717
TXN_2AD2FC0F,2026-09-12 03:06:00.000,2026-09-12,MERCH_006,Gaming,Volume_Custom,CUST_0145,SG,Standard,GW_AE_LOCAL,GulfPay,SGD,AUTHORIZED,FALSE,FALSE,1291.02,0.740000,955.3548,19.3653,19.5153,1258.74,32.28,0.00,-23.9982
TXN_C6060316,2026-09-10 03:34:00.000,2026-09-10,MERCH_020,Retail_Tech,Volume_Custom,CUST_0063,AE,SMB,GW_CROSSBORDER_X,Stripe Global,AED,AUTHORIZED,FALSE,FALSE,2777.76,0.270000,749.9952,41.6664,69.6940,2708.32,69.44,0.00,-26.3163
